  5.0 11.0
  2.0  4.0
  7.0  8.0
  4.0  5.0
  5.0 11.0
  5.0  9.0
  5.0 11.0
  3.0 11.0
  2.0  5.0
 10.0 11.0
  7.0  7.0
  3.0 11.0
  4.0 11.0
  2.0 11.0
  9.0  5.0
  6.0  7.0
  5.9  7.3
  5.9  5.3
  7.5 11.0
  5.5 11.0
  7.0  5.0
  6.0  4.0
  4.0  8.0
  6.5  6.0
  8.0  8.0
  5.5  6.0
  5.5  3.0
  6.9  8.0
  6.5  7.0
  5.0 10.0
  9.0  8.0
  9.0 11.0
  7.0  8.0
  1.0  2.0
  8.0  7.0
  8.0  8.0
  6.5  7.0
  6.0  5.0
  7.0  3.0
  7.0  7.0
  7.0  7.0
  8.0  8.0
  9.0  5.0
  5.0 11.0
  4.0  3.0
  5.0  4.0
  5.0  5.0
  8.0  8.0
  4.0 11.0
  7.0  5.0
  4.0 11.0
  5.0 11.0
  8.0  8.0
  8.0  6.5
  9.0  7.0
  2.0  3.0
  3.0 11.0
  9.0 11.0
  7.0 11.0
   .0 11.0
  9.0 11.0
  5.0  7.0
  6.0  5.0
  8.0 11.0
  4.0  3.0
 10.0 11.0
  4.0 11.0
  8.0  3.0
  4.0 11.0
  4.0  5.0
  2.0 11.0
  4.7  4.5
  5.5 11.0
  3.0 11.0
  7.0 11.0
  3.0   .0
  5.0  3.0
  8.0  8.0
  8.0  7.0
  7.0  9.0
  5.0 11.0
  8.0 11.0
  7.0  7.0
  6.0 11.0
  8.0 10.0
  8.0 11.0
  5.0 11.0
  6.0  6.0
  5.0 11.0
  5.0  4.0
  7.0  5.5
  5.0  7.0
  8.0  9.0
  5.0 11.0
  8.0  8.0
  2.0  5.0
  7.0 11.0
  3.0  6.0
  4.0 11.0
  8.0 11.0
  9.0 11.0
  7.0  7.0
  7.0  9.0
  9.0 11.0
  4.0 11.0
 98.0  7.0
  7.0  6.0
  4.0 11.0
  3.5  3.5
  5.5  8.0
  5.0  9.0
  7.0  8.0
  7.0  8.0
  6.5  5.0
  2.0  5.0
  6.0  8.0
  7.0  7.0
  5.0  4.0
  5.0  5.0
  7.0  3.0
  6.0 11.0
  4.0 11.0
  9.0  9.0
  5.0  5.0
  5.0  5.5
  4.0 11.0
  9.0 11.0
 98.0  3.0
  3.0 11.0
  7.0 10.0
  6.0  8.0
  5.0 11.0
  7.3  7.3
  6.7  5.0
  5.6  5.5
  7.5  2.5
  7.0 11.0
  5.5  5.5
  4.0  5.0
  9.0  8.0
  6.0  1.0
  6.0  5.0
  8.0 11.0
  6.0  5.0
  9.0 11.0
  4.0 11.0
 10.0 11.0
  7.0 11.0
  3.0  3.0
  3.0 11.0
  7.5 10.0
  4.0 11.0
  5.2  5.0
  6.5  8.0
  2.3 11.0
  7.0 11.0
  2.0 11.0
  6.0  6.5
  5.0  8.0
  5.0 11.0
  7.0  9.0
  5.0 11.0
  2.0  3.0
  8.0 11.0
  8.0  8.0
  8.0 11.0
  6.0  8.0
  4.0 11.0
  7.0  7.0
  8.0 11.0
  6.0  3.0
  6.5  8.0
  9.5  6.0
  6.5  5.0
  6.8  6.0
  4.3  5.3
  5.0  5.0
  5.5  7.0
  3.3  4.7
  5.0  5.0
  8.0  8.0
  4.0  5.0
  6.0  7.0
  6.0  5.0
  4.0 11.0
  5.0 11.0
  2.0 11.0
  5.0  5.0
  6.5  5.0
  6.4  5.5
  5.0  6.0
  5.5  6.2
  5.0 11.0
  3.7  5.0
